country,region,religions,politics
Hong Kong S.A.R.,Eastern Asia,"{""Christian"": 14.30, ""Muslim"": 1.80, ""Irreligion"": 56.10, ""Hindu"": 0.53, ""Buddhist"": 13.20, ""Folk religion"": 12.80, ""Other religion"": 1.50, ""Jewish"": 0.00}","[""Business and Professionals Alliance for Hong Kong or BPA"", ""Civil Force or CF"", ""Democratic Alliance for the Betterment and Progress of Hong Kong or DAB"", ""Federation of Hong Kong and Kowloon Labour Unions or HKFLU"", ""Hong Kong Federation of Education Workers or HKFEW"", ""Hong Kong Federation of Trade Unions or HKFTU"", ""Kowloon West New Dynamic or KWND"", ""Liberal Party or LP"", ""New Century Forum or NCF"", ""New People's Party or NPP"", ""New Prospect for Hong Kong or NPHK"", ""New Territories Association of Societies or NTAS"", ""Professional Power or PP"", ""Roundtable or RT"", ""Third Side or TS""]"
Macau S.A.R.,Eastern Asia,"{""Christian"": 7.20, ""Muslim"": 0.20, ""Irreligion"": 15.40, ""Hindu"": 0.04, ""Buddhist"": 17.30, ""Folk religion"": 58.90, ""Other religion"": 1.00, ""Jewish"": 0.00}","[""Alliance for a Happy Home or ABL"", ""Association of Synergy of Macau (Synergy Power or Poder da Singeria) or PS"", ""Macau-Guangdong Union or UGM"", ""New Hope or NE"", ""Union for Development or UPD"", ""Union for Promoting Progress or UPP or UNIPRO"", ""United Citizens Association of Macau or ACUM""]"
Japan,Eastern Asia,"{""Christian"": 1.60, ""Muslim"": 0.16, ""Irreligion"": 57.00, ""Hindu"": 0.12, ""Buddhist"": 36.20, ""Folk religion"": 0.40, ""Other religion"": 4.70, ""Jewish"": 0.00}","[""Conservative Party of Japan or CPJ"", ""Constitutional Democratic Party of Japan or CDP"", ""Democratic Party for the People or DPFP or DPP"", ""Japan Communist Party or JCP"", ""Japan Innovation Party or Nippon Ishin no kai or Ishin"", ""Komeito or Komei"", ""Liberal Democratic Party or LDP"", ""Okinawa Social Mass Party or Okinawa Whirlwind or OW"", ""Party to Protect the People from NHK or NHK"", ""Reiwa Shinsengumi"", ""Sanseito Party"", ""Social Democratic Party or SDP""]"
North Korea,Eastern Asia,"{""Christian"": 2.00, ""Muslim"": 0.00, ""Irreligion"": 71.30, ""Hindu"": 0.00, ""Buddhist"": 1.50, ""Folk religion"": 12.30, ""Other religion"": 12.90, ""Jewish"": 0.00}","[""Korean Workers' Party or KWP (formally known as Workers' Party of Korea)"", ""General Association of Korean Residents in Japan (Chongryon; under KWP control)"", ""Chondoist Chongu Party (under KWP control)"", ""Social Democratic Party or KSDP (under KWP control)""]"
South Korea,Eastern Asia,"{""Christian"": 29.40, ""Muslim"": 0.20, ""Irreligion"": 46.40, ""Hindu"": 0.11, ""Buddhist"": 22.90, ""Folk religion"": 0.80, ""Other religion"": 0.20, ""Jewish"": 0.00}","[""Basic Income Party"", ""Democratic Party of Korea or DPK"", ""New Future Party"", ""New Reform Party"", ""Open Democratic Party or ODP"", ""People Power Party or PPP"", ""Progressive Party or Jinbo Party"", ""Rebuilding Korea Party"", ""Social Democratic Party""]"
Mongolia,Eastern Asia,"{""Christian"": 1.3, ""Muslim"": 3.2, ""Irreligion"": 40.6, ""Hindu"": 0.00, ""Buddhist"": 51.7, ""Folk religion"": 2.5, ""Other religion"": 0.7, ""Jewish"": 0.00}","[""Democratic Party or DP"", ""Mongolian People's Party or MPP"", ""National Coalition (consists of Mongolian Green Party or MGP and the Mongolian National Democratic Party or MNDP)"", ""National Labor Party or HUN"", ""Civil Will-Green Party or CWGP""]"
Brunei Darussalam,South Eastern Asia,"{""Christian"": 9.40, ""Muslim"": 75.10, ""Irreligion"": 0.40, ""Hindu"": 0.50, ""Buddhist"": 8.60, ""Folk religion"": 6.20, ""Other religion"": 0.10, ""Jewish"": 0.00}","[""National Development Party or NDP""]"
Cambodia,South Eastern Asia,"{""Christian"": 0.40, ""Muslim"": 2.00, ""Irreligion"": 0.20, ""Hindu"": 0.10, ""Buddhist"": 96.90, ""Folk religion"": 0.60, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Candlelight Party or CP"", ""Cambodian People's Party or CPP"", ""Khmer Will Party or KWP""]"
Indonesia,South Eastern Asia,"{""Christian"": 10.41, ""Muslim"": 83.91, ""Irreligion"": 3.04, ""Hindu"": 1.69, ""Buddhist"": 0.73, ""Folk religion"": 0.04, ""Other religion"": 0.02, ""Jewish"": 0.00}","[""Democrat Party or PD"", ""Functional Groups Party or GOLKAR"", ""Great Indonesia Movement Party or GERINDRA"", ""Indonesia Democratic Party-Struggle or PDI-P"", ""National Awakening Party or PKB"", ""National Democratic Party or NasDem"", ""National Mandate Party or PAN"", ""Prosperous Justice Party or PKS""]"
Laos,South Eastern Asia,"{""Christian"": 1.50, ""Muslim"": 0.00, ""Irreligion"": 0.90, ""Hindu"": 0.01, ""Buddhist"": 66.00, ""Folk religion"": 30.70, ""Other religion"": 0.70, ""Jewish"": 0.00}","[""Lao People's Revolutionary Party or LPRP""]"
Malaysia,South Eastern Asia,"{""Christian"": 9.10, ""Muslim"": 63.50, ""Irreligion"": 1.80, ""Hindu"": 6.10, ""Buddhist"": 18.70, ""Folk religion"": 0.00, ""Other religion"": 0.90, ""Jewish"": 0.00}","[""Malaysian Chinese Association (Persatuan Cina Malaysia) or MCA"", ""Malaysian Indian Congress (Kongres India Malaysia) or MIC"", ""United Malays National Organization (Pertubuhan Kebansaan Melayu Bersatu) or UMNO"", ""United Sabah People's Party (Parti Bersatu Rakyat Sabah) or PBRS"", ""Democratic Action Party (Parti Tindakan Demokratik) or DAP"", ""National Trust Party (Parti Amanah Negara) or AMANAH"", ""People's Justice Party (Parti Keadilan Rakyat) or PKR"", ""United Progressive Kinabalu Organization (Pertubuhan Kinabalu Progresif Bersatu) or UPKO"", ""Malaysian People's Movement Party (Parti Gerakan Rakyat Malaysia) or GERAKAN or PGRM"", ""Malaysian United Indigenous Party (Parti Pribumi Bersatu Malaysia) or PPBM or BERSATU"", ""Pan-Malaysian Islamic Party (Parti Islam Se-Malaysia) or PAS"", ""Homeland Solidarity Party (Parti Solidariti Tanah Airku) or STAR"", ""Love Sabah Party (Parti Cinta Sabah) or PCS"", ""Sabah People's Ideas Party (Parti Gagasan Rakyat Sabah) or GAGASAN or PGRS"", ""Progressive Democratic Party (Parti Demokratik Progresif) or PDP"", ""Sarawak People's Party (Parti Rakyat Sarawak) or PRS"", ""Sarawak United People's Party (Parti Rakyat Bersatu Sarawak) or SUPP"", ""United Bumiputera Heritage Party (Parti Pesaka Bumiputera Bersata) or PBB"", ""Malaysian Nation Party (Parti Bangsa Malaysia) or PBM"", ""Heritage Party (Parti Warisan) or WARISAN"", ""Homeland Fighter's Party (Parti Pejuang Tanah Air) or PEJUANG"", ""Malaysian United Democratic Alliance (Ikatan Demokratik Malaysia) or MUDA"", ""United Sarawak Party (PSB)""]"
Myanmar,South Eastern Asia,"{""Christian"": 6.20, ""Muslim"": 4.30, ""Irreligion"": 0.10, ""Hindu"": 0.50, ""Buddhist"": 87.90, ""Folk religion"": 0.80, ""Other religion"": 0.20, ""Jewish"": 0.00}","[""National League for Democracy"",""Union Solidarity and Development Party"",""National Unity Party""]"
Philippines,South Eastern Asia,"{""Christian"": 85.34, ""Muslim"": 6.42, ""Irreligion"": 1.00, ""Hindu"": 0.02, ""Buddhist"": 2.00, ""Folk religion"": 0.23, ""Other religion"": 4.92, ""Jewish"": 0.02}","[""Democratic Action (Aksyon Demokratiko)"", ""Alliance for Change (Hugpong ng Pagbabago or HNP)"", ""Lakas ng EDSA-Christian Muslim Democrats or Lakas-CMD"", ""Liberal Party or LP"", ""Nacionalista Party or NP"", ""Nationalist People's Coalition or NPC"", ""National Unity Party or NUP"", ""Partido Demokratiko Pilipino-Lakas ng Bayan or PDP-Laban"", ""Partido Federal ng Pilipinas or PFP"", ""Progressive Movement for the Devolution of Initiatives or PROMDI""]"
Singapore,South Eastern Asia,"{""Christian"": 18.90, ""Muslim"": 15.60, ""Irreligion"": 20.00, ""Hindu"": 5.00, ""Buddhist"": 31.10, ""Folk religion"": 0.00, ""Other religion"": 9.40, ""Jewish"": 0.04}","[""People's Action Party or PAP"", ""Progress Singapore Party or PSP"", ""Workers' Party or WP""]"
Thailand,South Eastern Asia,"{""Christian"": 0.90, ""Muslim"": 5.50, ""Irreligion"": 0.30, ""Hindu"": 0.20, ""Buddhist"": 93.20, ""Folk religion"": 0.09, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Bhumjaithai Party or BJT (aka Phumchai Thai Party or PJT; aka Thai Pride Party)"", ""Chat Thai Phatthana Party (Thai Nation Development Party) or CTP"", ""Move Forward Party or MFP (dissolved by order of the Constitutional Court, August 2024)"", ""Palang Pracharat Party (People's State Power Party) or PPRP"", ""Pheu (Puea) Thai Party (For Thais Party) or PTP"", ""Prachachat Party or PCC"", ""Prachathipat Party (Democrat Party) or DP"", ""Thai Sang Thai Party"", ""United Thai Nation (Ruam Thai Sang Chat) or UTN""]"
East Timor,South Eastern Asia,"{""Christian"": 99.60, ""Muslim"": 0.20, ""Irreligion"": 0.00, ""Hindu"": 0.02, ""Buddhist"": 0.00, ""Folk religion"": 0.08, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Democratic Party or PD"", ""National Congress for Timorese Reconstruction or CNRT"", ""National Unity of the Sons of Timor (Haburas Unidade Nasional Timor Oan or KHUNTO)"", ""People's Liberation Party or PLP"", ""Revolutionary Front of Independent Timor-Leste or FRETILIN""]"
Vietnam,South Eastern Asia,"{""Christian"": 8.20, ""Muslim"": 0.20, ""Irreligion"": 29.60, ""Hindu"": 0.21, ""Buddhist"": 16.40, ""Folk religion"": 45.30, ""Other religion"": 0.40, ""Jewish"": 0.00}","[""Communist Party of Vietnam or CPV""]"
Afghanistan,Southern Asia,"{""Christian"": 0.01, ""Muslim"": 99.7, ""Irreligion"": 0.00, ""Hindu"": 0.00, ""Buddhist"": 0.00, ""Folk religion"": 0.06, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Taliban""]"
Bangladesh,Southern Asia,"{""Christian"": 0.30, ""Muslim"": 91.04, ""Irreligion"": 0.00, ""Hindu"": 7.95, ""Buddhist"": 0.61, ""Folk religion"": 0.40, ""Other religion"": 0.12, ""Jewish"": 0.00}","[""Awami League or AL"", ""Bangladesh Jamaat-i-Islami or JIB"", ""Bangladesh Nationalist Party or BNP"", ""Islami Andolan Bangladesh"", ""Jatiya Party or JP (Ershad faction)"", ""Jatiya Party or JP (Manju faction)"", ""National Socialist Party (Jatiya Samajtantrik Dal) or JSD"", ""Workers Party or WP""]"
Bhutan,Southern Asia,"{""Christian"": 0.00, ""Muslim"": 0.10, ""Irreligion"": 0.00, ""Hindu"": 25.00, ""Buddhist"": 74.70, ""Folk religion"": 1.90, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Bhutan Peace and Prosperity Party (Druk Phuensum Tshogpa) or DPT"", ""Bhutan Tendrel Party or BTP"", ""Druk Thuendrel Tshogpa or DTT"", ""People's Democratic Party or PDP"", ""United Party of Bhutan (Druk Nyamrup Tshogpa) or DNT""]"
India,Southern Asia,"{""Christian"": 2.30, ""Muslim"": 14.23, ""Irreligion"": 0.24, ""Hindu"": 79.80, ""Buddhist"": 0.70, ""Folk religion"": 0.00, ""Other religion"": 1.04, ""Jewish"": 1.72}","[""Aam Aadmi Party or AAP"", ""All India Trinamool Congress or AITC"", ""Bahujan Samaj Party or BSP"", ""Bharatiya Janata Party or BJP"", ""Biju Janata Dal or BJD"", ""Communist Party of India-Marxist or CPI(M)"", ""Dravida Munnetra Khazhagam"", ""Indian National Congress or INC"", ""Nationalist Congress Party or NCP"", ""Rashtriya Janata Dal or RJD"", ""Samajwadi Party or SP"", ""Shiromani Akali Dal or SAD"", ""Shiv Sena or SS"", ""Telegana Rashtra Samithi or TRS"", ""Telugu Desam Party or TDP"", ""YSR Congress or YSRCP or YCP""]"
Maldives,Southern Asia,"{""Christian"": 0.00, ""Muslim"": 100.00, ""Irreligion"": 0.00, ""Hindu"": 0.00, ""Buddhist"": 0.00, ""Folk religion"": 0.00, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Adhaalath (Justice) Party or AP"", ""Dhivehi Rayyithunge Party or DRP"", ""Maldives Development Alliance or MDA"", ""Maldivian Democratic Party or MDP"", ""Maldives Third Way Democrats or MTD"", ""People's National Congress or PNC"", ""People's National Front"", ""Republican (Jumhooree) Party or JP""]"
Nepal,Southern Asia,"{""Christian"": 0.45, ""Muslim"": 4.60, ""Irreligion"": 0.00, ""Hindu"": 84.00, ""Buddhist"": 10.00, ""Folk religion"": 3.70, ""Other religion"": 0.07, ""Jewish"": 0.00}","[""Communist Party of Nepal (Maoist Centre) or CPN-MC"", ""Communist Party of Nepal (Unified Marxist-Leninist) or CPN-UML"", ""Communist Party of Nepal (Unified Socialist) or CPN-US"", ""Janamat Party"", ""Janata Samajbaadi Party or JSP"", ""Loktantrik Samajwadi Party or LSP"", ""Naya Shakti Party, Nepal"", ""Nepali Congress or NC"", ""Nepal Mazdoor Kisan Party (Nepal Workers' and Peasants' Party) or NWPP"", ""Rastriya Janamorcha (National People's Front)"", ""Rastriya Prajatantra Party (National Democratic Party) or RPP"", ""Rastriya Swatantra Party or RSP""]"
Pakistan,Southern Asia,"{""Christian"": 1.27, ""Muslim"": 96.47, ""Irreligion"": 0.00, ""Hindu"": 2.14, ""Buddhist"": 0.00, ""Folk religion"": 0.00, ""Other religion"": 0.01, ""Jewish"": 0.01}","[""Awami National Party or ANP"", ""Awami Muslim League or AML"", ""Balochistan Awami Party or BAP"", ""Balochistan National Party-Awami or BNP-A"", ""Balochistan National Party-Mengal or BNP-M"", ""Grand Democratic Alliance or GDA (alliance of several parties)"", ""Hazara Democratic Party or HDP"", ""Istehkam-e-Pakistan Party"", ""Jamaat-e-Islami or JI"", ""Jamhoori Wattan Party or JWP"", ""Jamiat Ulema-e-Islam-Fazl or JUI-F"", ""Majlis Wahdat-e-Muslimeen Pakistan or MWM"", ""Muttahida Majlis-e-Amal or MMA (alliance of several parties)"", ""Muttahida Qaumi Movement-Pakistan or MQM-P"", ""National Party or NP"", ""Pakistan Muslim League or PML-Z"", ""Pakistan Muslim League-Functional or PML-F"", ""Pakistan Muslim League-Nawaz or PML-N"", ""Pakistan Muslim League-Quaid-e-Azam or PML-Q"", ""Pakistan Peoples Party or PPP"", ""Pakistan Rah-e-Haq Party or PRHP"", ""Pakistan Tehrik-e Insaaf or PTI (Pakistan Movement for Justice)"", ""Pashtoonkhwa Milli Awami Party or PMAP or PKMAP"", ""Tehreek-e-Labbaik Pakistan or TLP""]"
Sri Lanka,Southern Asia,"{""Christian"": 7.62, ""Muslim"": 9.66, ""Irreligion"": 0.00, ""Hindu"": 12.80, ""Buddhist"": 70.30, ""Folk religion"": 0.00, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Crusaders for Democracy or CFD"", ""Eelam People's Democratic Party or EPDP"", ""Eelam People's Revolutionary Liberation Front or EPRLF"", ""Illankai Tamil Arasu Kachchi or ITAK"", ""Janatha Vimukthi Peramuna or JVP"", ""Jathika Hela Urumaya or JHU"", ""National People's Power or NPP (also known as Jathika Jana Balawegaya or JJB)"", ""People's Liberation Organisation of Tamil Eelam or PLOTE"", ""Samagi Jana Balawegaya or SJB"", ""Sri Lanka Freedom Party or SLFP"", ""Sri Lanka Muslim Congress or SLMC"", ""Sri Lanka People's Freedom Alliance or SLPFA (includes SLPFP, SLPP, and several smaller parties)"", ""Sri Lanka Podujana Peramuna (Sri Lanka's People's Front) or SLPP"", ""Tamil Eelam Liberation Organization or TELO"", ""Tamil National Alliance or TNA (includes ITAK, PLOTE, TELO)"", ""Tamil National People's Front or TNPF"", ""Tamil People's National Alliance or TPNA"", ""United National Front for Good Governance or UNFGG (coalition includes JHU, UNP)"", ""United National Party or UNP""]"
Iran,Southern Asia,"{""Christian"": 1.5, ""Muslim"": 40.8, ""Irreligion"": 36.8, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 17.5, ""Other religion"": 3.3, ""Jewish"": 0.1}","[""Combatant Clergy Association (an active political group)"", ""Executives of Construction Party"", ""Front of Islamic Revolutionary Stability"", ""Islamic Coalition Party"", ""Progress and Justice Population of Islamic Iran"", ""Militant Clerics Society (Majma-e Ruhaniyoun-e Mobarez) or MRM"", ""Moderation and Development Party"", ""National Trust Party (Hezb-e E'temad-eMelli) or HEM"", ""Progress and Justice Society"", ""Union of Islamic Iran People's Party (Hezb-e Ettehad-e Iran-e Eslami)""]"
Armenia,Western Asia,"{""Christian"": 98.50, ""Muslim"": 0.10, ""Irreligion"": 1.30, ""Hindu"": 0.00, ""Buddhist"": 0.00, ""Folk religion"": 0.10, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Armenia Alliance or HD"", ""Armenian National Congress or ANC"", ""Bright Armenia"", ""Civil Contract or KP"", ""Country To Live In"", ""Homeland of Armenians"", ""Homeland Party"", ""I Have Honor Alliance (formerly known as the Republican Party of Armenia) PUD"", ""Liberal Party"", ""National Democratic Party"", ""Prosperous Armenia or BHK"", ""Republic Party (Hanrapetutyun Party)""]"
Azerbaijan,Western Asia,"{""Christian"": 3.00, ""Muslim"": 96.90, ""Irreligion"": 0.00, ""Hindu"": 0.00, ""Buddhist"": 0.00, ""Folk religion"": 0.00, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Civic Solidarity Party or VHP"", ""Democratic Reforms Party DiP"", ""Great Order Party or BQP"", ""Motherland Party or AVP"", ""Party for Democratic Reforms or DIP"", ""Republican Alternative Party or REAL"", ""Unity Party or VƏHDƏT"", ""Whole Azerbaijan Popular Front Party or BAXCP"", ""New Azerbaijan Party (Yeni Azərbaycan Partiyasi) or YAP""]"
Bahrain,Western Asia,"{""Christian"": 14.50, ""Muslim"": 70.30, ""Irreligion"": 1.90, ""Hindu"": 9.80, ""Buddhist"": 2.50, ""Folk religion"": 0.00, ""Other religion"": 0.20, ""Jewish"": 0.60}","[""Political parties prohibited""]"
Cyprus,Western Asia,"{""Christian"": 73.20, ""Muslim"": 25.30, ""Irreligion"": 1.20, ""Hindu"": 0.00, ""Buddhist"": 0.20, ""Folk religion"": 0.00, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Democratic Front or DIPA"", ""Democratic Party or DIKO"", ""Democratic Rally or DISY"", ""Movement of Ecologists - Citizens' Alliance"", ""Movement of Social Democrats EDEK"", ""National Popular Front or ELAM"", ""Progressive Party of the Working People or AKEL (Communist Party)"", ""Solidarity Movement"", ""Communal Democracy Party or TDP"", ""Communal Liberation Party - New Forces or TKP-YG"", ""Cyprus Socialist Party or KSP"", ""Democratic Party or DP"", ""National Democratic Party or NDP"", ""National Unity Party or UBP"", ""New Cyprus Party or YKP"", ""People's Party or HP"", ""Rebirth Party or YDP"", ""Republican Turkish Party or CTP"", ""United Cyprus Party or BKP""]"
Georgia,Western Asia,"{""Christian"": 88.5, ""Muslim"": 10.7, ""Irreligion"": 0.7, ""Hindu"": 0.00, ""Buddhist"": 0.00, ""Folk religion"": 0.0, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Citizens"", ""European Socialists"", ""For Georgia"", ""Georgian Dream"", ""Girchi"", ""Law and Justice"", ""Lelo for Georgia"", ""National Democratic Party"", ""People's Power"", ""Progress and Freedom"", ""Republican Party"", ""State for the People"", ""Strategy Aghmashenebeli"", ""United National Movement or UNM"", ""Victorious Georgia""]"
Iraq,Western Asia,"{""Christian"": 0.80, ""Muslim"": 99.00, ""Irreligion"": 0.10, ""Hindu"": 0.00, ""Buddhist"": 0.00, ""Folk religion"": 0.06, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Al Fatah Alliance"", ""Azm Alliance"", ""Babiliyun Movement"", ""Imtidad"", ""Ishraqat Konun"", ""Kurdistan Democratic Party"", ""National Contract Party"", ""New Generation Movement"", ""Patriotic Union of Kurdistan"", ""Sadrist Bloc"", ""State Forces Alliance"", ""State of Law Coalition"", ""Taqadum"", ""Tasmim Alliance""]"
Israel,Western Asia,"{""Christian"": 2.00, ""Muslim"": 18.60, ""Irreligion"": 3.10, ""Hindu"": 0.00, ""Buddhist"": 0.30, ""Folk religion"": 0.20, ""Other religion"": 0.10, ""Jewish"": 75.60}","[""Balad"", ""Blue and White"", ""Hadash"", ""Jewish Power (Otzma Yehudit)"", ""Labor Party or HaAvoda"", ""Likud"", ""Meretz"", ""National Unity (alliance includes Blue and White and New Hope)"", ""New Hope"", ""Noam"", ""Religious Zionism (election alliance of Religious Zionist Party, Jewish Power (Otzma Yehudit), and Noam)"", ""Religious Zionist Party"", ""Shas"", ""Ta'al"", ""United Arab List"", ""United Torah Judaism or UTJ (alliance includes Agudat Israel and Degel HaTorah)"", ""Yesh Atid"", ""Yisrael Beiteinu""]"
Jordan,Western Asia,"{""Christian"": 2.20, ""Muslim"": 97.20, ""Irreligion"": 0.00, ""Hindu"": 0.10, ""Buddhist"": 0.40, ""Folk religion"": 0.00, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""'Azem"", ""Blessed Land Party"", ""Building and Labor Coalition"", ""Eradah Party"", ""Growth Party"", ""Islamic Action Front or IAF"", ""Jordanian al-Ansar Party"", ""Jordanian al-Ghad Party"", ""Jordanian Arab Socialist Ba'ath Party or JASBP"", ""Jordanian Civil Democratic Party"", ""Jordanian Communist Party or JCP"", ""Jordanian Equality Party"", ""Jordanian Democratic People's Party or HASD"", ""Jordanian Democratic Popular Unity Party or JDPUP/Wihda"", ""Jordanian Democratic Unionist Party"", ""Jordanian Flame Party"", ""Jordanian Future and Life Party"", ""Jordanian Model Party"", ""Jordanian National Integration Party"", ""Jordanian National Loyalty Party"", ""Jordanian Reform and Renewal Party or Hassad"", ""Jordanian Shura Party"", ""Jordanian Social Democratic Party or JSDP"", ""Justice and Reform Party or JRP"", ""Labor Party"", ""National Charter Party"", ""National Coalition Party"", ""National Constitutional Party"", ""National Current Party or NCP"", ""National Islamic Party"", ""National Union"", ""Nationalist Movement Party or Hsq"", ""New Path Party"", ""Progress Party""]"
Kuwait,Western Asia,"{""Christian"": 14.30, ""Muslim"": 74.10, ""Irreligion"": 0.00, ""Hindu"": 8.50, ""Buddhist"": 2.80, ""Folk religion"": 0.00, ""Other religion"": 0.30, ""Jewish"": 0.00}","[""none""]"
Lebanon,Western Asia,"{""Christian"": 47.30, ""Muslim"": 55.30, ""Irreligion"": 0.30, ""Hindu"": 0.00, ""Buddhist"": 0.20, ""Folk religion"": 0.00, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Al-Ahbash (Association of Islamic Charitable Projects) or AICP"", ""Amal Movement (Hope Movement)"", ""Azm Movement"", ""Ba’th Arab Socialist Party of Lebanon"", ""Free Patriotic Movement or FPM"", ""Future Movement Bloc or FM"", ""Hizballah"", ""Islamic Action Front or IAF"", ""Kata'ib Party"", ""Lebanese Democratic Party"", ""Lebanese Forces or LF"", ""Marada Movement"", ""Progressive Socialist Party or PSP"", ""Social Democrat Hunshaqian Party"", ""Syrian Social Nationalist Party or SSNP"", ""Tashnaq or Armenian Revolutionary Federation""]"
Oman,Western Asia,"{""Christian"": 6.50, ""Muslim"": 85.90, ""Irreligion"": 0.20, ""Hindu"": 5.50, ""Buddhist"": 0.80, ""Folk religion"": 0.00, ""Other religion"": 1.00, ""Jewish"": 0.00}","[""Political parties prohibited""]"
State of Palestine,Western Asia,"{""Christian"": 2.40, ""Muslim"": 97.60, ""Irreligion"": 0.00, ""Hindu"": 0.00, ""Buddhist"": 0.00, ""Folk religion"": 0.00, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Fatah"",""Hamas""]"
Qatar,Western Asia,"{""Christian"": 14.2, ""Muslim"": 65.5, ""Irreligion"": 0.90, ""Hindu"": 15.1, ""Buddhist"": 3.10, ""Folk religion"": 0.00, ""Other religion"": 0.70, ""Jewish"": 0.00}","[""Political parties prohibited""]"
Saudi Arabia,Western Asia,"{""Christian"": 4.40, ""Muslim"": 93.00, ""Irreligion"": 0.70, ""Hindu"": 1.10, ""Buddhist"": 0.30, ""Folk religion"": 0.30, ""Other religion"": 0.30, ""Jewish"": 0.00}","[""none""]"
Syrian Arab Republic,Western Asia,"{""Christian"": 10.0, ""Muslim"": 92.80, ""Irreligion"": 2.00, ""Hindu"": 0.00, ""Buddhist"": 0.00, ""Folk religion"": 0.00, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Arab Socialist Ba'ath Party"", ""Arab Socialist (Ba'ath) Party – Syrian Regional"", ""Arab Socialist Ba'ath Party – Syrian Regional Branch, Socialist Unionist Democratic Party"", ""Arab Socialist Union of Syria or ASU"", ""Democratic Arab Socialist Union"", ""National Progressive Front or NPF"", ""Socialist Unionist Democratic Party"", ""Socialist Unionist Party"", ""Syrian Communist Party (two branches)"", ""Syrian Social Nationalist Party or SSNP"", ""Unionist Socialist Party"", ""Kurdish Democratic Union Party or PYD"", ""Kurdish National Council or KNC"", ""Syriac Union Party"", ""Syrian Democratic Council or SDC"", ""Syrian Democratic Party"", ""Syrian Opposition Coalition"", ""Democratic Autonomous Administration of Northeast Syria or DAANES"", ""Syrian Interim Government or SIG"", ""Syrian Salvation Government or SSG""]"
Türkiye,Western Asia,"{""Christian"": 0.40, ""Muslim"": 89.00, ""Irreligion"": 9.00, ""Hindu"": 0.00, ""Buddhist"": 0.05, ""Folk religion"": 0.03, ""Other religion"": 0.20, ""Jewish"": 0.03}","[""Democracy and Progress Party or DEVA"", ""Democrat Party or DP"", ""Democratic Regions Party or DBP"", ""Felicity Party (Saadet Party) or SP"", ""Free Cause Party or HUDA PAR"", ""Future Party (Gelecek Partisi) or GP"", ""Good Party or IYI"", ""Grand Unity Party or BBP"", ""Justice and Development Party or AKP"", ""Labor and Freedom Alliance (electoral alliance includes YSGP, HDP, TIP)"", ""Nationalist Movement Party or MHP"", ""New Welfare Party or YRP"", ""Party of Greens and the Left Future or YSGP"", ""People's Alliance (electoral alliance includes AKP, BBP, MHP, YRP)"", ""Peoples' Democratic Party or HDP"", ""Republican People's Party or CHP"", ""Workers' Party of Turkey or TIP""]"
United Arab Emirates,Western Asia,"{""Christian"": 14.00, ""Muslim"": 70.00, ""Irreligion"": 1.10, ""Hindu"": 10.00, ""Buddhist"": 2.00, ""Folk religion"": 0.00, ""Other religion"": 0.80, ""Jewish"": 0.00}","[""none""]"
Yemen,Western Asia,"{""Christian"": 0.20, ""Muslim"": 99.10, ""Irreligion"": 0.10, ""Hindu"": 0.60, ""Buddhist"": 0.00, ""Folk religion"": 0.00, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""General People’s Congress or GPC (3 factions: pro-Hadi, pro-Houthi, pro-Salih)"", ""Nasserist Unionist People's Organization"", ""National Arab Socialist Ba'ath Party"", ""Southern Transitional Council or STC"", ""Yemeni Reform Grouping or Islah"", ""Yemeni Socialist Party or YSP""]"
Belarus,Eastern Europe,"{""Christian"": 71.20, ""Muslim"": 0.20, ""Irreligion"": 28.60, ""Hindu"": 0.00, ""Buddhist"": 0.00, ""Folk religion"": 0.00, ""Other religion"": 0.00, ""Jewish"": 0.00}","[""Belaya Rus or BR"", ""Republican Party of Labour and Justice or RPTS"", ""Communist Party of Belarus or CBP"", ""Liberal Democratic Party of Belarus or LDPB""]"
